Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
(19764) 2000 NF5, 2.235, 0.443, 1.328, 281.383, 9.784, 0.224171, -0.1125, 1.2, 0.004429, 0.0198, 8.4
(20086) 1994 LW, 3.175, 0.626, 21.782, 237.113, 57.756, 0.280683, 1.0277, --, 0.032750, 0.1125, 8.7
(20236) 1998 BZ7, 2.034, 0.561, 6.507, 111.234, 104.569, 0.051698, -1.4018, 74.7, 0.004815, 0.1070, 5.5
(20255) 1998 FX2, 2.151, 0.492, 9.961, 180.933, 17.552, 0.100073, 0.4738, 19.9, 0.005338, 0.0525, 6.5
(20425) 1998 VD35, 1.565, 0.476, 6.989, 227.250, 296.317, 0.003706, 0.6678, 109.5, 0.000500, 0.0745, 2.4
(20429) 1998 YN1, 1.556, 0.464, 6.302, 61.728, 147.718, 0.056625, 0.4974, 250.7, 0.000403, 0.0069, 6.3
(20460) Robwhiteley, 1.877, 0.412, 33.955, 279.991, 283.753, 0.329784, 0.1630, 322.7, 0.000961, 0.0029, 8.3
(20790) 2000 SE45, 2.753, 0.556, 8.295, 302.850, 168.958, 0.243320, 2.8963, --, 0.036695, 0.1396, 8.7
(20826) 2000 UV13, 2.418, 0.636, 31.922, 347.283, 198.699, 0.084718, 4.0632, 164.6, 0.019214, 0.1907, 6.7
(21088) Chelyabinsk, 1.707, 0.238, 38.454, 297.829, 27.178, 0.307952, -0.3860, 9.1, 0.000566, 0.0018, 8.3
(21277) 1996 TO5, 2.378, 0.520, 20.946, 167.345, 250.172, 0.316321, 1.2023, 313.8, 0.005877, 0.0183, 8.5
(21374) 1997 WS22, 1.270, 0.121, 23.981, 59.193, 197.296, 0.109222, 0.0755, 353.9, 0.000222, 0.0020, 7.1
(22099) 2000 EX106, 1.104, 0.276, 9.845, 136.432, 186.563, 0.167810, -0.1713, 110.2, 0.000118, 0.0007, 7.2
(22753) 1998 WT, 1.219, 0.570, 3.205, 307.350, 324.814, 0.033707, 0.2598, 271.9, 0.000133, 0.0038, 5.2
(22771) 1999 CU3, 1.576, 0.524, 11.403, 338.909, 305.829, 0.063386, 0.8859, 116.5, 0.000357, 0.0053, 6.4
(23183) 2000 OY21, 1.824, 0.401, 40.976, 119.633, 301.482, 0.256940, 0.9394, 334.2, 0.000931, 0.0036, 8.4
(23187) 2000 PN9, 1.847, 0.589, 51.328, 164.289, 293.529, 0.013808, -1.8350, 151.5, 0.001017, 0.1214, 0.5
(23548) 1994 EF2, 2.289, 0.518, 23.440, 345.851, 124.285, 0.241928, 0.6707, 36.7, 0.005273, 0.0215, 8.5
(23606) 1996 AS1, 1.750, 0.361, 14.360, 296.608, 357.585, 0.101804, -0.0685, 357.4, 0.001229, 0.0121, 7.3
(23714) 1998 EC3, 2.130, 0.516, 8.416, 127.538, 129.457, 0.082800, -1.0884, 52.8, 0.004326, 0.0557, 6.5
(24443) 2000 OG, 2.311, 0.822, 25.741, 178.071, 231.232, 0.149451, -10.4036, 283.2, 0.005071, 0.0479, 6.8
(24445) 2000 PM8, 2.211, 0.546, 23.776, 203.160, 219.088, 0.081943, -0.3658, 331.9, 0.002844, 0.0353, 6.4
(24475) 2000 VN2, 1.975, 0.442, 14.632, 76.399, 32.691, 0.152102, 0.3782, 25.5, 0.002533, 0.0165, 7.4
(24761) Ahau, 1.335, 0.306, 21.924, 121.042, 287.559, 0.100410, -0.4704, 323.9, 0.000358, 0.0036, 6.3
(25143) Itokawa, 1.324, 0.280, 1.621, 69.078, 162.824, 0.012847, 0.3457, 260.2, 0.001226, 0.0817, 4.3
(25330) 1999 KV4, 1.541, 0.371, 14.328, 50.519, 86.102, 0.173190, 0.8510, 56.4, 0.000425, 0.0024, 7.4
(25916) 2001 CP44, 2.558, 0.499, 15.763, 94.638, 199.684, 0.257114, -2.2877, --, 0.032111, 0.1316, 8.7
(26166) 1995 QN3, 3.303, 0.645, 14.785, 185.698, 62.865, 0.268410, -6.3037, 48.6, 0.012219, 0.0495, 8.7
(26310) 1998 TX6, 2.139, 0.469, 5.376, 210.815, 98.894, 0.155536, -0.2708, 42.1, 0.003187, 0.0206, 7.4
(26379) 1999 HZ1, 1.606, 0.576, 8.681, 252.101, 200.601, 0.130873, -0.5383, 106.7, 0.000318, 0.0025, 7.3
(26663) 2000 XK47, 1.546, 0.472, 13.529, 303.586, 231.226, 0.034910, -0.8370, 127.1, 0.000658, 0.0209, 5.4
(26760) 2001 KP41, 2.854, 0.557, 11.015, 146.256, 155.154, 0.181426, 5.7337, --, 0.084475, 0.3842, 7.8
(26817) 1987 QB, 2.804, 0.594, 3.497, 153.184, 156.546, 0.187858, -3.5973, 12.2, 0.060769, 0.3560, 7.8
(27002) 1998 DV9, 1.744, 0.433, 8.698, 130.336, 0.820, 0.003623, 0.1355, --, 0.001947, 0.4742, 1.3
(27031) 1998 RO4, 2.139, 0.426, 5.355, 191.787, 111.884, 0.232313, -0.2704, 26.7, 0.003410, 0.0148, 8.4
(27346) 2000 DN8, 1.875, 0.399, 36.947, 135.186, 269.299, 0.443739, 0.3787, 318.8, 0.000636, 0.0014, 9.3
(29075) 1950 DA, 1.699, 0.508, 12.155, 356.568, 224.791, 0.039673, -1.0034, 124.0, 0.000912, 0.0258, 5.4
(30825) 1990 TG1, 2.436, 0.681, 8.739, 205.019, 33.668, 0.063242, -14.0942, 249.6, 0.043762, 0.8133, 0.7
(30997) 1995 UO5, 1.560, 0.643, 36.254, 38.620, 151.162, 0.403507, -0.5261, 197.8, 0.001173, 0.0029, 8.3
(31210) 1998 BX7, 2.606, 0.502, 8.955, 144.887, 271.434, 0.344883, 0.6461, 325.4, 0.017745, 0.0514, 8.6
(31221) 1998 BP26, 1.723, 0.257, 20.217, 331.011, 186.762, 0.292073, 0.0116, 355.2, 0.000924, 0.0032, 8.2
(31345) 1998 PG, 2.015, 0.391, 6.504, 222.686, 156.219, 0.233011, -0.0017, 13.1, 0.002425, 0.0104, 8.3
(31346) 1998 PB1, 2.030, 0.430, 5.961, 299.713, 350.504, 0.139290, -0.4863, 353.3, 0.005581, 0.0405, 7.5
(31662) 1999 HP11, 1.597, 0.548, 18.817, 13.936, 312.028, 0.124872, 0.9695, 131.4, 0.000536, 0.0042, 7.4
(31669) 1999 JT6, 2.137, 0.578, 9.538, 78.768, 39.095, 0.002900, -1.5574, 236.0, 0.003573, 0.4474, 0.5
(32906) 1994 RH, 2.247, 0.440, 18.939, 331.144, 92.386, 0.450955, -0.4875, 57.7, 0.002597, 0.0058, 9.4
(33342) 1998 WT24, 0.719, 0.418, 7.369, 81.660, 167.522, 0.010648, 0.6444, 56.9, 0.000467, 0.0354, 3.4
(34613) 2000 UR13, 2.070, 0.387, 6.174, 315.225, 286.259, 0.289337, 1.3870, 333.0, 0.009442, 0.0323, 8.5
(35107) 1991 VH, 1.137, 0.144, 13.911, 139.337, 206.952, 0.026017, -0.1289, 168.4, 0.000169, 0.0066, 4.2
(35396) 1997 XF11, 1.442, 0.484, 4.100, 213.654, 103.032, 0.000336, -0.5338, 80.8, 0.000225, 0.1007, 0.3
(35432) 1998 BG9, 2.500, 0.546, 13.146, 115.322, 1.600, 0.099318, 2.8074, 1.9, 0.056997, 0.4372, 6.8
(35670) 1998 SU27, 2.122, 0.596, 7.142, 271.327, 169.857, 0.071567, 0.5821, 245.9, 0.002657, 0.0359, 6.4
(36017) 1999 ND43, 1.523, 0.314, 5.549, 332.067, 52.132, 0.078240, 0.2868, 43.4, 0.000339, 0.0043, 6.3
(36183) 1999 TX16, 1.551, 0.332, 38.225, 54.643, 311.232, 0.134967, 0.3130, 339.8, 0.000329, 0.0024, 7.3
(36236) 1999 VV, 1.332, 0.424, 58.040, 241.068, 19.801, 0.229112, 0.5776, 186.3, 0.000247, 0.0011, 8.3
(36284) 2000 DM8, 1.484, 0.554, 46.765, 323.146, 317.965, 0.267494, -1.1166, 161.9, 0.000322, 0.0012, 8.4
(37336) 2001 RM, 2.254, 0.483, 36.671, 223.639, 118.029, 0.350673, 1.7260, 34.0, 0.002258, 0.0063, 8.5
(37638) 1993 VB, 1.913, 0.520, 5.078, 145.560, 323.207, 0.001187, 0.5278, 112.7, 0.000897, 0.2670, 0.4
(37655) Illapa, 1.478, 0.752, 18.032, 139.518, 303.906, 0.024833, 2.3788, 285.3, 0.000467, 0.0133, 4.5
(38071) 1999 GU3, 2.090, 0.507, 12.739, 195.493, 8.805, 0.017291, 0.5242, --, 0.016050, 0.7780, 2.6
(38086) Beowulf, 1.420, 0.566, 23.670, 165.322, 178.967, 0.385367, 0.3883, --, 0.000422, 0.0011, 8.3
(38091) 1999 JT3, 2.170, 0.401, 9.333, 64.819, 225.031, 0.309211, -0.0928, 336.0, 0.003427, 0.0111, 8.4
(38239) 1999 OR3, 2.036, 0.576, 9.403, 199.766, 28.541, 0.058239, -0.8229, 240.7, 0.005596, 0.1024, 5.5
(39565) 1992 SL, 1.642, 0.334, 8.598, 0.941, 344.797, 0.092280, -0.1801, 343.4, 0.000575, 0.0063, 6.2
(39572) 1993 DQ1, 2.036, 0.493, 10.029, 313.498, 344.848, 0.035012, -0.7177, --, 0.007663, 0.2385, 4.5
(39796) 1997 TD, 2.251, 0.468, 12.914, 158.937, 171.019, 0.186091, 1.0153, 8.4, 0.003906, 0.0206, 7.5
(40263) 1999 FQ5, 1.495, 0.161, 25.844, 172.806, 198.717, 0.256959, 0.0122, 355.3, 0.000271, 0.0011, 8.0
(40267) 1999 GJ4, 1.339, 0.808, 34.480, 148.208, 211.957, 0.156164, -2.4078, 284.4, 0.000352, 0.0024, 7.6
(40329) 1999 ML, 2.265, 0.455, 2.522, 210.905, 112.011, 0.227831, 0.4505, 12.9, 0.005115, 0.0222, 8.5
(41429) 2000 GE2, 1.593, 0.555, 2.173, 351.904, 297.216, 0.011169, 0.3449, 94.7, 0.000587, 0.0473, 3.3
(41440) 2000 HZ23, 1.576, 0.211, 15.108, 64.041, 200.059, 0.236633, 0.1557, 348.5, 0.000380, 0.0016, 8.2
(42286) 2001 TN41, 1.419, 0.392, 24.081, 55.818, 150.951, 0.110220, 0.1665, 198.8, 0.000378, 0.0034, 7.2
(48603) 1995 BC2, 1.918, 0.430, 5.025, 328.221, 81.820, 0.136848, 0.1245, 43.1, 0.001232, 0.0090, 7.3
(52340) 1992 SY, 2.211, 0.548, 8.082, 5.234, 116.350, 0.098833, -0.9074, --, 0.003486, 0.0370, 6.5
(52381) 1993 HA, 1.278, 0.144, 7.726, 183.250, 263.861, 0.168217, 0.2775, 318.5, 0.000303, 0.0018, 7.2
(52387) Huitzilopochtli, 1.282, 0.190, 24.152, 297.566, 195.546, 0.060834, 0.0359, 353.5, 0.000191, 0.0031, 6.0
(52689) 1998 FF2, 1.562, 0.292, 10.981, 4.649, 265.189, 0.211441, 0.4457, 302.4, 0.000463, 0.0022, 8.3
(52750) 1998 KK17, 1.427, 0.525, 11.173, 141.310, 334.149, 0.162065, 0.5893, 113.5, 0.000312, 0.0019, 7.4
(52760) 1998 ML14, 2.409, 0.623, 2.425, 338.675, 20.374, 0.016580, -1.1956, 261.2, 0.002971, 0.2633, 2.5
(52761) 1998 MN14, 1.555, 0.224, 19.485, 258.969, 350.522, 0.193446, -0.0023, 356.2, 0.000469, 0.0024, 7.1
(52762) 1998 MT24, 2.416, 0.653, 33.864, 308.942, 254.526, 0.136520, 0.6604, 314.3, 0.007155, 0.0509, 7.5
(52768) 1998 OR2, 2.380, 0.576, 5.878, 26.934, 174.585, 0.014545, 0.0406, --, 0.018364, 0.9869, 2.6
(53110) 1999 AR7, 1.645, 0.214, 40.627, 85.416, 58.219, 0.409753, -0.3816, 17.6, 0.000431, 0.0011, 9.3
(53319) 1999 JM8, 2.724, 0.641, 13.838, 133.624, 166.791, 0.051939, 0.4669, --, 0.032031, 0.5843, 4.7
(53409) 1999 LU7, 2.101, 0.628, 10.878, 206.684, 147.765, 0.084430, 1.6878, 242.9, 0.003363, 0.0361, 6.5
(53426) 1999 SL5, 1.923, 0.539, 22.768, 239.054, 43.374, 0.026058, -0.3939, 216.1, 0.001749, 0.0720, 4.4
(53429) 1999 TF5, 2.022, 0.641, 26.781, 199.159, 64.092, 0.048456, -1.8498, 226.0, 0.004624, 0.1130, 5.5
(53430) 1999 TY16, 2.099, 0.403, 60.415, 241.916, 156.961, 0.290403, 2.3119, 9.1, 0.002380, 0.0079, 8.5
(53435) Leonard, 2.311, 0.483, 15.350, 51.348, 354.478, 0.201487, 0.0020, 354.4, 0.005269, 0.0261, 7.4
(53550) 2000 BF19, 1.495, 0.420, 7.175, 313.138, 324.973, 0.046237, 0.5213, 114.5, 0.000264, 0.0054, 5.3
(53789) 2000 ED104, 1.371, 0.269, 40.784, 190.018, 218.358, 0.048067, -0.3213, 348.8, 0.000291, 0.0062, 5.3
(54071) 2000 GQ146, 1.329, 0.197, 23.443, 36.335, 128.307, 0.125248, -0.1225, 18.0, 0.000370, 0.0030, 7.2
(54401) 2000 LM, 1.711, 0.262, 18.954, 240.841, 67.056, 0.354874, 0.3746, 34.6, 0.000584, 0.0016, 8.3
(54509) YORP, 1.006, 0.230, 1.599, 278.188, 278.993, 0.000233, 0.3616, 276.8, 0.000796, 0.3988, 0.3
(54660) 2000 UJ1, 1.477, 0.281, 46.693, 223.707, 158.034, 0.087457, 0.3597, 7.6, 0.000270, 0.0030, 6.3
(54686) 2001 DU8, 1.777, 0.342, 33.207, 161.690, 265.905, 0.433719, 0.3651, 322.2, 0.000452, 0.0010, 9.3
(54690) 2001 EB, 1.629, 0.256, 35.363, 33.511, 99.594, 0.412675, 0.0179, 27.8, 0.000500, 0.0012, 9.1
(54789) 2001 MZ7, 1.776, 0.287, 24.464, 130.048, 20.040, 0.291857, 0.0197, 10.9, 0.001178, 0.0040, 8.2
(55408) 2001 TC2, 1.100, 0.225, 30.390, 193.825, 353.548, 0.146074, -0.0538, 179.6, 0.000184, 0.0013, 7.1
(55532) 2001 WG2, 1.794, 0.696, 38.547, 81.403, 132.397, -0.302610, -5.8996, --, 0.645229, 1.8935, 8.4
(65674) 1988 SM, 1.665, 0.344, 10.948, 0.866, 313.265, 0.132541, -0.4147, 321.9, 0.000592, 0.0045, 7.3
(65679) 1989 UQ, 0.915, 0.265, 1.303, 178.064, 15.001, 0.014678, -0.4715, 86.8, 0.000814, 0.0645, 3.3
(65690) 1991 DG, 1.428, 0.363, 11.141, 180.086, 63.393, 0.039111, 0.5943, 55.3, 0.000342, 0.0082, 5.4
(65706) 1992 NA, 2.398, 0.555, 9.634, 349.183, 8.737, 0.052180, -0.0286, --, 0.011422, 0.2122, 5.5
(65717) 1993 BX3, 1.395, 0.281, 2.809, 174.752, 290.955, 0.047667, -0.1031, 299.7, 0.000296, 0.0063, 5.1
(65733) 1993 PC, 1.154, 0.474, 4.145, 336.898, 168.719, 0.065939, 0.1198, 90.6, 0.000166, 0.0025, 6.1
(65803) Didymos, 1.643, 0.383, 3.414, 72.986, 319.605, 0.039879, -0.2802, 308.8, 0.000558, 0.0145, 5.3
(65909) 1998 FH12, 1.091, 0.540, 3.560, 108.592, 284.515, 0.012903, -0.2336, 96.2, 0.000212, 0.0180, 3.2
(65996) 1998 MX5, 2.934, 0.605, 9.558, 265.232, 57.148, 0.217172, 2.5752, --, 0.051296, 0.2219, 7.8
(66008) 1998 QH2, 1.426, 0.363, 61.003, 168.925, 14.006, 0.076535, 0.4060, 184.5, 0.000343, 0.0044, 6.3
(66063) 1998 RO1, 0.991, 0.720, 22.688, 351.840, 151.162, 0.092300, 0.8758, 74.7, 0.000219, 0.0023, 6.4
(66146) 1998 TU3, 0.788, 0.484, 5.415, 101.881, 84.985, 0.073820, 0.5161, 258.6, 0.000487, 0.0064, 6.3
(66251) 1999 GJ2, 1.536, 0.198, 11.279, 196.187, 142.565, 0.247787, -0.2234, 21.5, 0.000555, 0.0022, 8.2
(66253) 1999 GT3, 1.334, 0.838, 19.498, 157.330, 261.137, 0.193891, 2.2426, 112.2, 0.000320, 0.0016, 7.5
(66272) 1999 JW6, 1.508, 0.143, 51.315, 66.377, 68.402, 0.409504, -0.4382, 12.1, 0.000383, 0.0009, 9.3
(66391) Moshup, 0.642, 0.688, 38.881, 244.897, 192.649, 0.013169, -0.2587, 322.5, 0.000111, 0.0092, 3.2
(66400) 1999 LT7, 0.855, 0.573, 9.063, 79.798, 341.415, 0.059057, 0.4319, 279.4, 0.000244, 0.0040, 6.3
(66407) 1999 LQ28, 1.199, 0.120, 21.771, 94.978, 320.567, 0.095612, -0.1351, 348.6, 0.000214, 0.0023, 6.2
(66959) 1999 XO35, 2.538, 0.566, 20.620, 81.893, 293.485, 0.288282, -3.3305, --, 0.025729, 0.0947, 8.7
(67367) 2000 LY27, 1.308, 0.213, 9.024, 264.510, 184.839, 0.046674, 0.0188, 357.1, 0.000286, 0.0061, 5.0
(67381) 2000 OL8, 1.320, 0.543, 10.669, 294.836, 266.951, 0.019842, 0.0628, 108.4, 0.001997, 0.0999, 4.3
(67399) 2000 PJ6, 1.301, 0.346, 14.689, 332.850, 225.332, 0.051338, -0.4756, 138.1, 0.000374, 0.0076, 5.3
(68031) 2000 YK29, 1.377, 0.129, 15.172, 123.626, 31.900, 0.229440, 0.1720, 13.5, 0.000329, 0.0014, 8.2
(68063) 2000 YJ66, 2.334, 0.458, 5.718, 308.815, 50.401, 0.272079, -0.0476, 18.9, 0.005190, 0.0190, 8.4
(68216) 2001 CV26, 1.320, 0.327, 17.993, 18.131, 48.750, 0.024061, -0.3634, 211.5, 0.000345, 0.0153, 4.3
(68267) 2001 EA16, 1.510, 0.427, 38.827, 8.001, 317.434, 0.058690, -0.4549, 160.0, 0.000350, 0.0062, 6.3
(68278) 2001 FC7, 1.436, 0.114, 2.622, 99.044, 234.584, 0.263237, 0.0084, 350.7, 0.000510, 0.0019, 8.1
(68346) 2001 KZ66, 1.507, 0.417, 16.697, 219.369, 140.286, 0.038628, 0.4825, 218.6, 0.000481, 0.0118, 5.3
(68347) 2001 KB67, 0.962, 0.380, 17.132, 245.855, 243.818, 0.015489, 0.1389, 127.1, 0.000862, 0.0547, 4.2
(68348) 2001 LO7, 2.155, 0.841, 25.365, 236.223, 181.659, 0.386396, -1.3615, 257.4, 0.001934, 0.0051, 8.5
(68350) 2001 MK3, 1.670, 0.247, 29.568, 128.836, 328.548, 0.302469, 0.1075, 347.5, 0.000582, 0.0019, 8.2
(68359) 2001 OZ13, 1.517, 0.174, 9.857, 99.197, 29.207, 0.278941, 0.1635, 14.0, 0.000424, 0.0015, 8.2
(68372) 2001 PM9, 1.618, 0.416, 8.107, 252.961, 322.325, 0.004461, 0.5556, 126.7, 0.000587, 0.0854, 2.4
(68548) 2001 XR31, 1.707, 0.437, 22.715, 302.023, 24.712, 0.025418, 0.0340, 198.4, 0.000776, 0.0302, 4.2
(68950) 2002 QF15, 1.057, 0.344, 25.152, 236.207, 255.566, 0.006080, -0.3444, 320.1, 0.000261, 0.0566, 1.3
(69230) Hermes, 1.655, 0.624, 6.068, 34.051, 92.904, 0.004783, 1.1191, 259.8, 0.002248, 0.2397, 2.4
(85182) 1991 AQ, 2.220, 0.778, 3.120, 339.398, 243.234, 0.006008, -0.9078, 272.4, 0.010286, 0.8681, 0.5
(85184) 1991 JG1, 1.374, 0.184, 33.880, 226.382, 322.780, 0.146469, 0.1140, 350.5, 0.000318, 0.0022, 7.2
(85236) 1993 KH, 1.234, 0.311, 12.807, 54.363, 293.824, 0.000695, -0.5721, 309.9, 0.000201, 0.0817, 0.3
(85275) 1994 LY, 1.891, 0.442, 17.712, 141.137, 202.873, 0.063853, 0.1401, 341.8, 0.001240, 0.0193, 6.3
(85490) 1997 SE5, 3.764, 0.660, 2.576, 247.538, 94.245, 0.213844, 8.3003, 12.0, 0.123815, 0.5859, 7.9
(85585) Mjolnir, 1.298, 0.356, 4.082, 2.305, 95.423, 0.021338, -0.3174, 77.3, 0.000219, 0.0110, 4.3
(85628) 1998 KV2, 1.592, 0.331, 13.027, 66.730, 50.588, 0.143734, 0.4601, 35.5, 0.000772, 0.0053, 7.3
(85640) 1998 OX4, 1.580, 0.486, 4.516, 299.568, 117.301, 0.000848, -0.4953, 77.2, 0.000268, 0.1214, 0.3
(85709) 1998 SG36, 1.646, 0.337, 24.831, 186.552, 29.823, 0.123227, 0.0572, 18.4, 0.000696, 0.0056, 7.2
(85713) 1998 SS49, 1.923, 0.639, 10.785, 40.951, 103.136, 0.004183, 2.4304, 250.6, 0.001894, 0.1277, 2.6
(85770) 1998 UP1, 0.998, 0.345, 33.178, 18.324, 234.235, 0.084389, -0.2701, 323.0, 0.000974, 0.0117, 6.3
(85774) 1998 UT18, 1.403, 0.329, 13.588, 64.620, 50.157, 0.035643, 0.6530, 38.7, 0.000544, 0.0142, 5.4
(85804) 1998 WQ5, 1.721, 0.354, 27.665, 285.679, 269.866, 0.372060, -0.7142, 315.8, 0.000708, 0.0019, 8.4
(85818) 1998 XM4, 1.657, 0.416, 62.717, 235.643, 301.224, 0.109465, 2.1890, 340.8, 0.000603, 0.0051, 7.5
(85839) 1998 YO4, 1.654, 0.248, 9.320, 28.508, 199.683, 0.240594, 0.0802, 347.5, 0.000694, 0.0029, 8.2
(85867) 1999 BY9, 1.830, 0.302, 0.946, 254.124, 287.858, 0.280958, 0.0164, 356.0, 0.001272, 0.0045, 8.2
(85938) 1999 DJ4, 1.853, 0.485, 9.141, 19.867, 197.788, 0.023526, -0.5870, 136.8, 0.001399, 0.0663, 4.4
(85953) 1999 FK21, 0.739, 0.703, 12.604, 180.447, 172.422, 0.070890, 0.4873, 80.2, 0.000092, 0.0013, 6.3
(85989) 1999 JD6, 0.883, 0.633, 17.066, 130.148, 309.251, 0.047806, -0.7402, 112.6, 0.000164, 0.0037, 5.4
(85990) 1999 JV6, 1.009, 0.312, 5.359, 124.227, 235.671, 0.031272, -0.1541, 283.3, 0.000616, 0.0201, 5.2
(86039) 1999 NC43, 1.760, 0.579, 7.133, 311.618, 120.815, 0.025048, 1.0458, 253.3, 0.001239, 0.0425, 4.4
(86067) 1999 RM28, 1.817, 0.324, 30.548, 136.039, 301.861, 0.363993, 0.1412, 333.1, 0.000860, 0.0024, 8.2
(86324) 1999 WA2, 1.966, 0.435, 34.605, 293.644, 75.325, 0.342068, -0.1477, 37.8, 0.000936, 0.0027, 8.3
(86326) 1999 WK13, 1.845, 0.363, 34.315, 78.436, 312.615, 0.279330, 0.5352, 337.0, 0.000842, 0.0030, 8.4
(86450) 2000 CK33, 0.968, 0.415, 18.109, 124.839, 215.598, 0.125161, -0.4472, 297.2, 0.000133, 0.0011, 7.3
(86666) 2000 FL10, 1.463, 0.427, 29.013, 186.907, 258.871, 0.081637, 0.4705, 321.3, 0.000344, 0.0041, 6.3
(86667) 2000 FO10, 0.859, 0.595, 14.288, 208.305, 172.493, 0.133236, 0.4285, 80.2, 0.000100, 0.0007, 7.3
(86819) 2000 GK137, 1.995, 0.506, 10.063, 164.879, 150.293, 0.017022, -0.7670, 44.3, 0.002547, 0.1842, 3.4
(86829) 2000 GR146, 1.463, 0.575, 14.373, 78.461, 31.415, 0.203079, -0.8068, 241.5, 0.000331, 0.0017, 7.4
(86878) 2000 HD24, 1.342, 0.619, 9.474, 230.982, 214.927, 0.102870, -0.6468, 274.5, 0.000155, 0.0016, 6.4
(87024) 2000 JS66, 1.197, 0.190, 14.434, 230.502, 84.934, 0.096746, 0.4132, 39.7, 0.000324, 0.0033, 6.3
(87025) 2000 JT66, 1.227, 0.484, 25.320, 120.490, 359.614, 0.350588, -0.0317, 181.0, 0.000263, 0.0008, 8.1
(87309) 2000 QP, 0.847, 0.463, 34.742, 294.269, 188.170, 0.202319, -0.1858, 334.1, 0.000098, 0.0005, 8.2
(87311) 2000 QJ1, 1.590, 0.512, 7.698, 191.416, 343.523, 0.108573, 0.6125, 108.4, 0.000487, 0.0044, 7.3
(87684) 2000 SY2, 0.859, 0.643, 19.220, 162.005, 47.815, 0.046525, 0.6718, 246.1, 0.000105, 0.0021, 5.4
(88188) 2000 XH44, 2.008, 0.391, 11.343, 340.118, 195.372, 0.231361, -0.0979, 348.3, 0.004708, 0.0204, 8.4
(88213) 2001 AF2, 0.954, 0.595, 17.812, 114.250, 194.990, 0.172233, -0.5449, 280.0, 0.000138, 0.0008, 7.3
(88254) 2001 FM129, 1.182, 0.630, 1.523, 272.109, 140.235, 0.010134, 0.2088, 88.8, 0.000077, 0.0070, 3.2
(88263) 2001 KQ1, 2.097, 0.433, 38.792, 232.816, 241.567, 0.376406, -1.6334, 330.1, 0.002801, 0.0076, 8.5
(88264) 2001 KN20, 2.148, 0.453, 12.078, 104.917, 201.453, 0.169426, 0.0292, 343.5, 0.003661, 0.0216, 7.4
(88710) 2001 SL9, 1.062, 0.270, 21.900, 202.827, 329.364, 0.197452, 0.0939, 164.6, 0.000150, 0.0008, 7.1
(88959) 2001 TZ44, 1.724, 0.564, 53.833, 38.955, 114.921, 0.051045, -1.9786, 205.8, 0.000793, 0.0185, 5.5
(89136) 2001 US16, 1.356, 0.253, 1.906, 175.904, 67.194, 0.028693, 0.2322, --, 0.000369, 0.0125, 5.2
(89355) 2001 VS78, 1.787, 0.309, 22.662, 103.035, 85.030, 0.443733, 1.1878, 45.3, 0.000975, 0.0022, 9.4
(89830) 2002 CE, 2.078, 0.507, 43.645, 19.893, 5.841, 0.034730, -2.0729, 1.9, 0.006898, 0.3039, 4.5
(89958) 2002 LY45, 1.642, 0.886, 9.905, 188.152, 222.943, 0.000484, -2.0429, 275.8, 0.000439, 0.0503, 0.5
(89959) 2002 NT7, 1.735, 0.528, 42.358, 131.999, 300.714, 0.000392, -1.0077, 152.4, 0.000756, 0.1696, 0.4
(90075) 2002 VU94, 2.137, 0.575, 8.899, 226.720, 30.818, 0.026742, -1.1147, 239.3, 0.003770, 0.1754, 4.5
(90147) 2002 YK14, 1.474, 0.332, 27.995, 282.685, 105.073, 0.187680, -0.3009, 34.8, 0.000333, 0.0018, 7.3
(90367) 2003 LC5, 1.156, 0.426, 16.882, 86.819, 313.857, 0.152190, 0.8211, 292.0, 0.000921, 0.0059, 7.4
(90373) 2003 SZ219, 1.627, 0.205, 9.873, 189.397, 218.728, 0.317365, 0.1554, 343.9, 0.000447, 0.0014, 8.2
(90403) 2003 YE45, 1.234, 0.280, 19.008, 286.225, 306.845, 0.036591, 0.3131, 149.0, 0.000202, 0.0053, 5.3
(90416) 2003 YK118, 1.695, 0.492, 7.827, 326.762, 233.283, 0.001558, 0.9225, 293.4, 0.000694, 0.1275, 0.4
(96189) Pygmalion, 1.821, 0.307, 14.000, 287.172, 293.198, 0.332592, -0.4151, 322.6, 0.001080, 0.0033, 8.3
(96315) 1997 AP10, 1.443, 0.644, 6.655, 293.028, 356.289, 0.110446, 0.1449, 266.4, 0.000062, 0.0006, 7.1
(96536) 1998 SO10, 2.304, 0.777, 41.094, 199.402, 22.676, 0.454913, 3.8054, --, 0.006395, 0.0137, 9.6
(96590) 1998 XB, 0.908, 0.351, 13.604, 75.685, 202.703, 0.113836, -0.3866, 296.0, 0.000224, 0.0020, 7.3
(96631) 1999 FP59, 1.699, 0.259, 1.768, 19.568, 303.958, 0.247037, -0.0210, 352.3, 0.000644, 0.0026, 8.2
(96744) 1999 OW3, 2.095, 0.779, 34.763, 195.967, 35.871, 0.370395, -9.5067, 82.4, 0.008878, 0.0269, 8.7
(97725) 2000 GB147, 1.798, 0.309, 18.186, 311.711, 212.349, 0.282228, 0.1154, 340.4, 0.001540, 0.0054, 8.3
(98943) Torifune, 1.032, 0.219, 4.808, 75.447, 179.396, 0.083078, 0.0150, 93.7, 0.000048, 0.0006, 6.0
