Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
2023 CD, 0.982, 0.119, 9.907, 328.570, 22.257, 0.094221, -0.1261, 23.1, 0.000826, 0.0088, 6.2
2023 CE, 1.181, 0.152, 30.663, 130.845, 19.758, 0.024302, 0.0349, 5.8, 0.000189, 0.0077, 4.0
2023 CF, 2.101, 0.931, 1.026, 1.913, 347.852, 0.007822, -0.6093, 270.0, 0.000747, 0.1465, 1.4
2023 CG, 1.865, 0.671, 2.445, 70.042, 327.971, 0.034202, 0.0442, 94.2, 0.000231, 0.0067, 5.1
2023 CH, 1.929, 0.480, 4.114, 335.843, 122.073, 0.058086, -0.2632, 59.9, 0.001205, 0.0212, 6.3
2023 CJ, 2.274, 0.533, 20.636, 315.714, 174.087, 0.077198, 0.1274, 4.1, 0.009202, 0.1169, 6.5
2023 CK, 2.482, 0.610, 5.930, 309.686, 163.718, -0.074672, 0.2649, --, 0.083182, 1.2361, 0.8
2023 CL, 1.308, 0.196, 19.023, 320.350, 179.029, 0.064802, 0.0202, 359.0, 0.000275, 0.0042, 6.0
2023 CM, 2.212, 0.613, 1.459, 283.116, 302.987, 0.001440, -0.9948, 273.9, 0.001179, 0.2915, 0.4
2023 CN, 2.655, 0.657, 2.927, 101.258, 349.404, 0.022563, 1.1026, 102.4, 0.005806, 0.2095, 4.5
2023 CO, 1.900, 0.480, 1.874, 333.106, 150.148, 0.012973, -0.1754, --, 0.001287, 0.1052, 3.3
2023 CP, 1.427, 0.285, 2.422, 103.896, 40.415, 0.042597, 0.1267, 37.1, 0.000443, 0.0103, 5.2
2023 CQ, 1.346, 0.353, 3.626, 138.237, 59.700, 0.003225, 0.3524, 76.4, 0.000215, 0.0441, 2.3
2023 CR, 2.139, 0.537, 6.605, 139.249, 6.029, 0.008517, 0.6109, --, 0.005981, 0.5560, 2.5
2023 CS, 2.220, 0.639, 10.841, 115.267, 324.711, 0.067958, 1.7232, 119.4, 0.003045, 0.0408, 6.5
2023 CT, 1.513, 0.378, 20.199, 138.801, 322.168, 0.010371, -0.2405, 334.0, 0.000489, 0.0528, 3.3
2023 CU, 1.011, 0.165, 0.925, 338.117, 69.914, 0.005247, -0.0069, 84.7, 0.000498, 0.0985, 2.1
2023 CV, 1.280, 0.261, 33.912, 128.649, 68.668, 0.095817, 0.0886, 23.5, 0.000275, 0.0029, 6.1
2023 CW, 1.191, 0.210, 9.976, 331.751, 222.340, 0.002662, -0.3564, 141.9, 0.000543, 0.3594, 0.3
2023 CX, 2.447, 0.527, 15.671, 136.069, 49.445, 0.262162, 0.2878, --, 0.038362, 0.1423, 8.7
2023 CY, 1.039, 0.162, 18.899, 320.777, 269.008, 0.002190, -0.9310, 332.0, 0.001849, 0.4950, 0.4
2023 CZ, 2.384, 0.545, 10.428, 342.421, 177.742, 0.097391, 0.0548, --, 0.017010, 0.1676, 6.6
2023 CA1, 1.463, 0.318, 20.089, 139.885, 8.937, 0.013935, 0.1141, 7.7, 0.000394, 0.0274, 4.2
2023 CB1, 2.056, 0.519, 1.320, 315.699, 169.469, 0.006829, 6.6102, --, 0.003685, 0.1022, 2.7
2023 CC1, 1.987, 0.529, 11.167, 142.164, 46.738, 0.037219, 1.2366, 53.4, 0.003065, 0.0718, 5.5
2023 CD1, 1.066, 0.483, 9.897, 124.362, 136.888, 0.072357, 0.5008, 78.2, 0.000159, 0.0021, 6.3
2023 CE1, 2.087, 0.497, 1.498, 33.643, 130.898, 0.064719, 0.0121, 18.7, 0.012684, 0.1905, 6.6
2023 CF1, 1.754, 0.427, 3.810, 315.453, 177.390, 0.019410, -0.0658, --, 0.002098, 0.1111, 4.3
2023 CG1, 1.656, 0.401, 2.921, 117.876, 60.065, 0.037026, 0.2647, 70.9, 0.000511, 0.0134, 5.3
2023 CH1, 2.059, 0.520, 1.500, 354.789, 170.375, 0.005161, 0.3101, --, 0.005140, 1.1324, 0.4
2023 CJ1, 1.615, 0.369, 10.099, 322.641, 180.321, 0.031695, 0.0474, 356.9, 0.000703, 0.0221, 5.2
2023 CK1, 1.372, 0.245, 14.222, 137.014, 10.900, 0.051675, 0.1369, 9.7, 0.000334, 0.0064, 6.2
2023 CL1, 1.262, 0.366, 6.626, 141.418, 74.995, 0.003731, 0.5288, 70.8, 0.000370, 0.0618, 2.3
2023 CN1, 0.789, 0.348, 8.448, 136.988, 212.783, 0.002727, 0.5099, 120.4, 0.000240, 0.0494, 1.3
2023 CO1, 1.780, 0.612, 14.764, 90.098, 335.059, 0.183331, 0.3811, 123.2, 0.000332, 0.0018, 7.3
2023 CP1, 2.345, 0.773, 8.561, 53.611, 202.512, 0.135321, -6.2740, 267.2, 0.006674, 0.0633, 6.7
2023 CQ1, 1.960, 0.451, 22.015, 137.340, 344.988, 0.098881, 0.2654, 349.9, 0.002292, 0.0229, 6.4
2023 CR1, 1.969, 0.505, 6.877, 128.817, 342.626, 0.004026, -0.2897, --, 0.002456, 0.7906, 0.4
2023 CS1, 1.819, 0.457, 8.694, 338.379, 199.296, 0.012064, 0.4942, 324.8, 0.001848, 0.1278, 3.4
2023 CT1, 2.126, 0.643, 4.712, 328.120, 245.053, 0.002956, -2.3714, 99.8, 0.002481, 0.2566, 0.5
2023 CU1, 1.929, 0.505, 4.285, 134.010, 36.186, 0.013076, 0.5283, 67.1, 0.001171, 0.0775, 3.4
2023 CV1, 1.870, 0.459, 8.005, 330.259, 169.942, 0.026338, -0.1040, 12.9, 0.001520, 0.0584, 4.3
2023 CW1, 1.270, 0.187, 4.846, 320.447, 201.838, 0.048427, -0.0215, 335.5, 0.000640, 0.0133, 5.1
2023 CY1, 1.299, 0.233, 10.573, 329.075, 185.696, 0.009456, 0.0970, 351.0, 0.000269, 0.0274, 3.1
2023 CZ1, 1.658, 0.380, 12.709, 323.432, 192.249, 0.044484, 0.1662, 345.2, 0.000901, 0.0200, 5.3
2023 CA2, 1.021, 0.406, 6.602, 339.522, 50.302, 0.038091, -0.4280, 78.1, 0.000292, 0.0081, 5.3
2023 CB2, 1.974, 0.765, 12.738, 154.513, 240.126, 0.061284, -3.9467, 279.7, 0.001755, 0.0392, 5.6
2023 CC2, 1.769, 0.419, 1.355, 291.263, 229.683, 0.038335, 0.0076, --, 0.003158, 0.0821, 5.4
2023 CD2, 1.767, 0.542, 9.855, 152.215, 263.992, 0.056966, 1.2550, 289.5, 0.001338, 0.0217, 6.5
2023 CE2, 2.101, 0.622, 5.229, 131.936, 80.802, 0.028935, 1.2561, 80.5, 0.006423, 0.1869, 5.5
2023 CF2, 1.531, 0.391, 2.214, 312.306, 232.553, 0.010244, 0.3439, 280.4, 0.000347, 0.0300, 3.3
2023 CG2, 1.307, 0.648, 1.313, 328.363, 289.961, 0.000296, -0.2164, 91.7, 0.000366, 0.3137, 0.2
2023 CH2, 1.912, 0.517, 4.477, 144.462, 35.986, 0.000759, 0.5131, 70.8, 0.001038, 0.3595, 0.4
2023 CJ2, 1.273, 0.222, 13.526, 145.576, 24.109, 0.017307, 0.2509, 19.7, 0.000287, 0.0156, 4.2
2023 CK2, 1.605, 0.464, 31.254, 322.322, 122.402, 0.019505, 0.1414, 30.5, 0.000541, 0.0268, 4.2
2023 CL2, 0.979, 0.151, 1.186, 158.495, 230.546, 0.009953, -0.3954, 276.6, 0.001498, 0.2024, 2.3
2023 CM2, 2.080, 0.565, 0.475, 193.434, 0.730, 0.005297, 0.1164, 268.4, 0.000188, 0.0331, 2.1
2023 CN2, 1.925, 0.511, 5.715, 140.595, 38.086, 0.012497, 0.5508, 64.2, 0.001356, 0.0913, 3.4
2023 CO2, 1.301, 0.236, 23.359, 322.622, 122.249, 0.096337, -0.2059, 23.6, 0.000343, 0.0036, 6.2
2023 CP2, 1.078, 0.079, 9.262, 325.843, 166.899, 0.006726, -0.0118, --, 0.000404, 0.0612, 3.0
2023 CQ2, 1.148, 0.126, 21.728, 145.173, 297.543, 0.077594, -0.2257, 344.7, 0.000237, 0.0031, 6.2
2023 CR2, 1.360, 0.496, 18.910, 144.280, 95.050, 0.016253, 1.0542, 236.1, 0.000313, 0.0151, 4.4
2023 CS2, 1.626, 0.414, 1.715, 311.782, 228.207, 0.009816, 0.2223, 279.5, 0.000264, 0.0245, 3.2
2023 CT2, 1.499, 0.492, 9.073, 148.556, 263.236, 0.020743, 0.9567, 289.5, 0.000550, 0.0222, 4.4
2023 CU2, 2.590, 0.595, 11.914, 146.476, 341.141, 0.094429, 1.7697, --, 0.032798, 0.3391, 6.7
2023 CV2, 2.447, 0.488, 20.772, 319.483, 217.348, 0.324695, -1.8189, 334.0, 0.032207, 0.0995, 8.7
2023 CW2, 1.147, 0.136, 0.250, 328.263, 187.885, 0.001912, -0.3443, --, 0.001553, 0.8660, 0.2
2023 CX2, 1.073, 0.084, 1.389, 111.916, 81.252, 0.014484, -1.2808, --, 0.003790, 0.3401, 2.5
2023 CY2, 1.670, 0.498, 8.970, 140.755, 302.977, 0.000964, -0.8331, 296.1, 0.000621, 0.1678, 0.4
2023 CZ2, 1.065, 0.147, 1.956, 321.523, 106.283, 0.003476, -0.3844, 74.5, 0.001362, 0.6519, 0.3
2023 CA3, 1.185, 0.411, 3.858, 330.594, 266.982, 0.001487, -0.2234, 98.9, 0.001067, 0.9437, 0.2
2023 CB3, 1.804, 0.442, 6.766, 324.089, 166.319, 0.025476, -0.1552, 19.8, 0.001900, 0.0770, 4.3
2023 CC3, 0.781, 0.322, 1.032, 132.921, 203.699, 0.001161, -0.6967, 275.3, 0.002116, 0.5588, 0.4
2023 CD3, 1.356, 0.249, 42.549, 141.327, 47.535, 0.098425, -0.2582, 14.5, 0.000265, 0.0027, 6.2
2023 CE3, 0.995, 0.241, 28.489, 139.473, 239.521, 0.073568, -0.2082, 332.0, 0.000724, 0.0099, 6.2
2023 CF3, 1.164, 0.311, 17.670, 149.791, 98.001, 0.002072, 0.6101, 225.3, 0.000639, 0.1389, 1.3
2023 CH3, 1.891, 0.500, 10.162, 177.827, 30.139, 0.003880, -0.7830, 227.8, 0.001376, 0.3377, 0.3
2023 CL3, 1.726, 0.412, 4.280, 73.580, 140.738, 0.033633, -0.3792, 51.8, 0.001141, 0.0359, 5.3
2023 CM3, 1.054, 0.150, 7.287, 144.437, 283.789, 0.004965, -0.5057, 314.3, 0.001576, 0.5205, 0.3
2023 CN3, 1.862, 0.534, 4.567, 331.788, 119.406, 0.015162, -0.7172, 76.0, 0.000493, 0.0413, 3.4
2023 CO3, 1.782, 0.548, 16.183, 143.703, 276.653, 0.089672, -1.1328, 298.7, 0.000930, 0.0110, 6.5
2023 CP3, 1.448, 0.753, 18.722, 115.799, 161.251, 0.213169, 1.3456, 88.8, 0.000287, 0.0013, 8.5
2023 CQ3, 2.008, 0.406, 1.456, 234.365, 258.984, 0.207397, -0.0335, 351.8, 0.004480, 0.0216, 8.4
2023 CR3, 0.797, 0.294, 7.169, 319.173, 17.578, 0.016320, -0.5304, 51.6, 0.000382, 0.0270, 3.3
2023 CS3, 1.578, 0.363, 1.087, 348.366, 148.705, 0.021047, 0.1108, 24.7, 0.000632, 0.0295, 4.2
2023 CT3, 1.883, 0.542, 7.440, 137.274, 309.787, 0.001083, -0.8821, 293.4, 0.000742, 0.1786, 0.4
2023 CU3, 2.584, 0.564, 9.635, 346.570, 173.484, 0.134585, 0.0553, --, 0.036000, 0.2811, 6.7
2023 CW3, 2.107, 0.548, 7.503, 127.934, 67.154, 0.071811, 1.5500, 68.2, 0.004518, 0.0573, 6.5
2023 CX3, 1.624, 0.343, 16.179, 145.459, 314.992, 0.141057, -0.3080, 330.2, 0.000582, 0.0042, 7.3
2023 CZ3, 1.209, 0.180, 2.578, 126.856, 35.117, 0.017375, 0.4920, 53.3, 0.001398, 0.0704, 4.4
2023 CA4, 1.596, 0.473, 11.450, 89.552, 348.109, 0.115191, 0.4664, 135.1, 0.000498, 0.0043, 7.3
2023 CB4, 1.264, 0.108, 7.670, 214.730, 304.556, 0.155633, -0.1465, 338.9, 0.000261, 0.0017, 7.2
2023 CE4, 2.268, 0.583, 9.164, 7.602, 175.519, 0.037185, 5.5350, --, 0.014775, 0.2409, 5.7
2023 CG4, 2.041, 0.578, 1.543, 138.005, 313.366, 0.000293, 0.2919, 95.1, 0.001142, 0.6608, 0.3
2023 CS6, 1.482, 0.418, 31.111, 325.112, 123.721, 0.004533, 0.0685, 27.9, 0.000384, 0.0792, 2.1
2023 DA, 1.016, 0.180, 1.840, 349.715, 259.119, 0.001438, 0.4652, 279.1, 0.000863, 0.2314, 1.3
2023 DB, 1.394, 0.280, 0.601, 279.394, 226.900, 0.017006, -0.0248, 332.7, 0.000629, 0.0373, 4.1
2023 DC, 2.293, 0.560, 5.714, 151.346, 4.548, 0.022193, 0.9231, --, 0.010459, 0.3754, 4.5
2023 DD, 1.972, 0.543, 1.269, 318.659, 145.164, 0.002271, 0.2882, 264.7, 0.000390, 0.1106, 1.3
2023 DE, 2.496, 0.684, 2.578, 130.212, 85.101, 0.020540, 0.1570, 85.9, 0.002727, 0.1319, 4.3
2023 DF, 1.566, 0.390, 11.524, 330.628, 213.636, 0.009789, 0.5901, 319.9, 0.000776, 0.0622, 3.4
2023 DG, 1.569, 0.547, 4.289, 262.205, 162.456, 0.063718, 0.3167, 261.6, 0.000331, 0.0051, 6.2
2023 DH, 0.853, 0.185, 7.139, 331.487, 11.480, 0.015815, -0.2168, 19.5, 0.002636, 0.1710, 4.3
2023 DJ, 1.827, 0.502, 15.417, 145.531, 42.509, 0.006411, 0.9029, 43.8, 0.001694, 0.1669, 2.4
2023 DK, 1.352, 0.258, 3.510, 147.585, 17.077, 0.016974, 0.2607, --, 0.000437, 0.0243, 4.2
2023 DL, 2.799, 0.692, 16.232, 75.517, 158.990, 0.094788, -1.7284, --, 0.038617, 0.4530, 6.7
2023 DM, 1.617, 0.397, 1.585, 13.183, 189.851, 0.005809, -0.2718, 102.7, 0.000387, 0.0837, 2.2
2023 DN, 1.627, 0.390, 6.130, 150.145, 353.185, 0.006317, -0.0739, --, 0.000796, 0.1330, 2.2
2023 DO, 0.773, 0.329, 2.861, 4.716, 337.927, 0.001093, -0.7583, 105.3, 0.000361, 0.1110, 0.4
2023 DP, 2.821, 0.700, 8.625, 157.482, 304.801, 0.036831, -10.6248, --, 0.026657, 0.6518, 0.7
2023 DQ, 1.613, 0.540, 32.902, 165.926, 75.224, 0.009133, 0.5901, 41.1, 0.000557, 0.0471, 3.4
2023 DR, 1.986, 0.576, 5.110, 336.260, 233.832, 0.000894, 1.2883, 283.9, 0.001481, 0.2351, 0.5
2023 DT, 1.104, 0.512, 18.898, 331.431, 65.614, 0.021590, -0.0895, 61.7, 0.001638, 0.0766, 4.3
2023 DU, 1.146, 0.366, 5.604, 339.002, 275.085, 0.007781, 0.5496, 283.9, 0.000673, 0.0647, 3.3
2023 DV, 1.530, 0.565, 5.211, 173.637, 250.393, 0.025440, -0.6283, 100.8, 0.000289, 0.0127, 4.4
2023 DW, 0.820, 0.396, 5.805, 326.097, 40.475, 0.000573, -0.6253, 74.3, 0.000287, 0.1079, 0.3
2023 DX, 1.632, 0.499, 0.686, 299.584, 285.309, 0.002103, -0.2650, 271.7, 0.000520, 0.4116, 0.2
2023 DG1, 1.911, 0.439, 6.225, 296.446, 255.629, 0.131133, 0.2856, 303.3, 0.001338, 0.0101, 7.3
2023 DH1, 0.931, 0.248, 3.554, 150.153, 248.431, 0.006668, 0.1952, 105.1, 0.001614, 0.2253, 2.3
2023 DJ1, 0.897, 0.175, 7.872, 338.604, 318.726, 0.007025, 0.4849, 311.9, 0.003451, 0.3263, 3.4
2023 DK1, 0.831, 0.292, 12.355, 338.002, 330.705, 0.020920, 0.3511, 312.5, 0.000249, 0.0111, 4.3
2023 DL1, 1.388, 0.332, 9.061, 337.787, 133.514, 0.009419, -0.4116, 48.2, 0.000307, 0.0403, 2.3
2023 DM1, 2.751, 0.577, 16.507, 155.245, 17.405, 0.208181, -1.4071, --, 0.037122, 0.1812, 7.7
2023 DN1, 1.131, 0.181, 9.364, 159.547, 63.660, 0.015317, 0.3704, 44.8, 0.000465, 0.0277, 4.3
2023 DO1, 1.818, 0.391, 9.593, 339.163, 151.370, 0.135931, -0.1485, 21.4, 0.001364, 0.0101, 7.3
2023 DP1, 1.862, 0.507, 3.122, 97.325, 142.550, 0.006939, 0.4167, 257.9, 0.000536, 0.0622, 3.3
2023 DQ1, 2.581, 0.652, 1.118, 310.450, 155.117, 0.004441, 0.6880, 265.6, 0.003441, 0.4256, 2.4
2023 DR1, 2.020, 0.504, 1.338, 334.273, 188.907, 0.009476, 0.4944, --, 0.007427, 0.6193, 2.5
2023 DS1, 1.174, 0.213, 16.378, 155.011, 305.517, 0.007521, -0.2656, 333.4, 0.000250, 0.0393, 2.2
2023 DT1, 2.573, 0.755, 3.709, 185.805, 253.236, 0.004271, 3.5213, 96.1, 0.029769, 0.9391, 0.7
2023 DV1, 2.009, 0.425, 3.706, 333.070, 177.331, 0.163445, 0.0818, --, 0.004802, 0.0293, 7.4
2023 DW1, 1.336, 0.223, 9.308, 340.078, 205.006, 0.058235, 0.2449, 335.9, 0.000356, 0.0060, 6.2
2023 DX1, 1.183, 0.181, 10.403, 158.794, 321.491, 0.010593, -0.2670, 335.2, 0.000338, 0.0360, 3.2
2023 DY1, 1.602, 0.328, 36.484, 319.691, 12.579, 0.069422, -0.2651, 4.6, 0.000455, 0.0067, 6.3
2023 DZ1, 1.987, 0.380, 0.722, 224.334, 300.489, 0.239521, 0.1227, 356.9, 0.003469, 0.0145, 8.4
2023 DA2, 1.379, 0.406, 20.216, 160.073, 270.308, 0.095806, 0.1866, 309.7, 0.002208, 0.0229, 6.3
2023 DB2, 1.040, 0.231, 12.509, 136.433, 171.716, 0.198995, 0.3035, 219.9, 0.000184, 0.0009, 7.3
2023 DC2, 1.147, 0.099, 24.832, 160.496, 40.462, 0.064107, 0.0903, 10.1, 0.000212, 0.0033, 6.1
2023 DD2, 1.214, 0.225, 3.731, 2.555, 99.961, 0.037013, -0.4884, 69.7, 0.000614, 0.0176, 5.3
2023 DE2, 1.070, 0.196, 10.372, 157.666, 272.568, 0.019383, -0.4425, 314.0, 0.001017, 0.0564, 4.3
2023 DF2, 1.855, 0.375, 13.028, 26.432, 205.760, 0.169118, 0.1220, 339.0, 0.001341, 0.0079, 7.3
2023 DG2, 1.783, 0.431, 3.335, 146.390, 7.396, 0.025112, 1.4116, 15.6, 0.002252, 0.0720, 5.5
2023 DX2, 1.506, 0.402, 1.883, 330.886, 262.693, 0.018291, 0.1635, 275.1, 0.000191, 0.0101, 4.2
2023 DZ2, 2.083, 0.524, 0.150, 186.325, 10.169, 0.000364, 0.0152, 268.2, 0.000439, 0.9154, 0.1
2023 DA3, 2.867, 0.607, 10.258, 186.584, 56.444, 0.139648, 2.2945, --, 0.047949, 0.3120, 7.8
2023 DE3, 1.942, 0.360, 24.436, 0.820, 220.388, 0.300114, -0.2199, 336.0, 0.001788, 0.0060, 8.3
2023 EA, 1.155, 0.556, 14.067, 159.401, 248.732, 0.003304, -0.7844, 290.8, 0.000257, 0.0772, 0.3
2023 EB, 1.247, 0.305, 0.192, 187.850, 263.851, 0.001033, -0.1170, 270.7, 0.000181, 0.2830, 0.1
2023 EC, 0.757, 0.363, 8.615, 346.285, 344.323, 0.011202, 0.4815, 306.9, 0.000219, 0.0164, 3.3
2023 ED, 1.467, 0.286, 19.026, 340.901, 186.181, 0.056704, 0.0515, 353.9, 0.000418, 0.0074, 6.1
2023 EE, 2.041, 0.567, 1.819, 79.270, 21.366, 0.011311, -0.3796, 263.2, 0.001460, 0.1400, 3.3
2023 EF, 0.993, 0.181, 4.674, 346.027, 58.335, 0.028958, -0.3413, 67.6, 0.001303, 0.0464, 5.3
2023 EG, 1.167, 0.302, 15.072, 155.953, 257.191, 0.010761, -0.4856, 134.7, 0.000356, 0.0409, 3.3
2023 EH, 1.573, 0.342, 7.987, 341.169, 162.776, 0.052546, -0.0948, 16.3, 0.000658, 0.0127, 6.2
2023 EJ, 1.392, 0.753, 35.784, 359.809, 296.624, 0.043294, -2.3468, 121.0, 0.000377, 0.0113, 4.5
2023 EK, 1.326, 0.757, 58.238, 162.341, 141.114, 0.204776, 2.3274, 62.8, 0.000381, 0.0018, 8.5
2023 EL, 0.771, 0.246, 13.881, 263.379, 142.574, 0.095576, -0.2363, 209.0, 0.000249, 0.0026, 6.2
2023 EM, 0.935, 0.108, 14.187, 166.611, 215.110, 0.020617, -0.1033, 346.9, 0.000361, 0.0179, 4.1
2023 EN, 0.939, 0.381, 12.472, 168.303, 239.722, 0.000109, -0.3616, 298.8, 0.000286, 0.1809, 0.3
2023 EO, 2.018, 0.576, 4.543, 7.935, 104.255, 0.032450, -1.1095, 79.2, 0.001992, 0.0716, 4.4
2023 EP, 2.160, 0.534, 10.040, 161.042, 341.049, 0.034301, -0.0637, --, 0.005399, 0.1603, 5.4
2023 EQ, 1.350, 0.233, 8.674, 9.370, 194.853, 0.039715, 0.2890, 341.1, 0.000289, 0.0070, 5.3
2023 ER, 1.033, 0.329, 17.413, 348.614, 78.012, 0.002617, 0.4341, 227.8, 0.000332, 0.0754, 1.3
2023 ES, 1.853, 0.483, 4.473, 170.163, 333.185, 0.000332, -0.4551, 299.7, 0.000946, 0.3728, 0.3
2023 ET, 1.798, 0.526, 2.836, 168.864, 307.170, 0.001328, 0.4089, 99.1, 0.000645, 0.2237, 0.3
2023 EU, 1.985, 0.492, 12.783, 161.486, 2.060, 0.016534, 0.2698, 6.0, 0.003915, 0.2178, 4.4
2023 EV, 1.516, 0.381, 17.679, 346.681, 119.720, 0.074266, -0.5056, 40.0, 0.000428, 0.0059, 6.3
2023 EW, 1.417, 0.280, 3.294, 177.084, 342.374, 0.031804, -0.0080, 342.6, 0.000416, 0.0131, 5.1
2023 EX, 1.384, 0.338, 8.412, 354.584, 129.342, 0.009241, -0.4510, 52.7, 0.000314, 0.0428, 2.3
2023 EY, 1.833, 0.470, 2.725, 174.446, 25.330, 0.001755, 0.2715, 71.8, 0.000732, 0.2483, 0.3
2023 EZ, 1.117, 0.086, 12.272, 358.059, 153.009, 0.034902, -0.0565, 5.5, 0.000201, 0.0058, 5.1
2023 EA1, 1.102, 0.429, 15.330, 166.220, 111.279, 0.033864, 0.6369, 63.0, 0.000228, 0.0062, 5.4
2023 EB1, 1.138, 0.046, 27.342, 347.493, 182.397, 0.093374, 0.0263, 358.1, 0.000270, 0.0029, 6.0
2023 EC1, 1.334, 0.733, 5.295, 125.026, 170.930, 0.070294, 0.3949, 90.6, 0.000208, 0.0029, 6.3
2023 ED1, 1.134, 0.106, 8.898, 347.777, 223.683, 0.043416, 0.2953, 333.5, 0.000332, 0.0074, 5.3
2023 EE1, 1.617, 0.282, 12.098, 352.520, 157.083, 0.180402, -0.1009, 12.8, 0.000653, 0.0036, 7.2
2023 EF1, 1.996, 0.472, 1.590, 332.985, 180.726, 0.062511, -0.0141, 358.7, 0.004392, 0.0701, 6.4
2023 EG1, 1.062, 0.239, 3.259, 169.941, 266.863, 0.005265, -0.5476, 104.4, 0.001451, 0.4840, 0.3
2023 EH1, 1.084, 0.330, 5.111, 173.313, 250.952, 0.021972, -0.4227, 283.6, 0.000617, 0.0308, 4.3
2023 EJ1, 0.952, 0.180, 9.331, 352.284, 60.256, 0.012685, -0.5387, 45.3, 0.000509, 0.0490, 3.3
2023 EK1, 1.785, 0.449, 7.775, 169.448, 321.228, 0.041908, -0.5886, 313.6, 0.002571, 0.0676, 5.4
2023 EL1, 1.926, 0.896, 6.964, 164.802, 227.710, 0.003040, 2.5677, 94.3, 0.000835, 0.0599, 1.6
2023 EM1, 2.106, 0.500, 25.082, 350.749, 118.092, 0.220885, -0.2958, 38.7, 0.004664, 0.0212, 8.4
2023 EN1, 2.802, 0.629, 2.557, 357.424, 146.750, 0.059303, 5.6522, --, 0.049748, 0.5810, 5.8
2023 EO1, 1.240, 0.623, 8.441, 356.282, 299.028, 0.016285, 0.7547, 279.8, 0.000179, 0.0092, 4.4
2023 EP1, 1.167, 0.447, 31.371, 349.941, 81.560, 0.004133, -0.4128, 41.6, 0.000287, 0.1275, 0.3
2023 EQ1, 1.250, 0.308, 3.720, 352.994, 111.781, 0.005615, -0.4038, 74.4, 0.000249, 0.0650, 1.3
2023 ER1, 1.953, 0.614, 5.720, 171.984, 288.108, 0.006171, -1.3950, 282.1, 0.000948, 0.1512, 0.4
2023 ES1, 1.925, 0.492, 0.688, 53.447, 146.153, 0.001845, -0.0711, 84.9, 0.000289, 0.1888, 0.1
2023 ET1, 1.386, 0.377, 0.631, 345.642, 125.791, 0.000841, 0.1537, 267.5, 0.000305, 0.2074, 0.1
2023 EY1, 1.751, 0.485, 8.598, 172.604, 299.994, 0.037298, -0.8648, 297.8, 0.001075, 0.0325, 5.4
2023 EZ1, 1.591, 0.821, 6.017, 340.184, 62.644, 0.014682, 1.6360, 264.4, 0.000558, 0.0259, 4.5
2023 EA2, 2.049, 0.581, 5.896, 190.191, 47.713, -0.000018, 0.0728, 253.3, 0.006518, 1.3252, 0.4
2023 EB2, 2.587, 0.750, 19.945, 178.534, 86.127, 0.063386, -6.4901, 65.1, 0.028408, 0.8305, 3.7
2023 EC2, 2.650, 0.576, 8.307, 9.923, 201.934, 0.106417, 4.4887, --, 0.031181, 0.2583, 6.7
2023 ED2, 2.316, 0.523, 10.443, 350.658, 136.800, 0.154723, -0.1223, 34.3, 0.006959, 0.0451, 7.5
2023 EE2, 1.974, 0.546, 0.131, 214.123, 268.886, 0.001671, -0.0750, 270.3, 0.000086, 0.0652, 0.0
2023 EF2, 1.691, 0.520, 6.550, 352.342, 254.903, 0.022679, 0.9367, 284.6, 0.000506, 0.0190, 4.4
2023 EG2, 1.869, 0.484, 25.654, 175.933, 50.649, 0.082244, 0.1563, 34.3, 0.001435, 0.0173, 6.3
2023 EH2, 1.998, 0.652, 6.667, 342.326, 102.917, 0.003298, -2.0337, 77.8, 0.001831, 0.2119, 0.5
2023 EJ2, 2.832, 0.571, 29.444, 174.375, 39.710, 0.243920, -2.1607, --, 0.053725, 0.2160, 8.8
2023 EK2, 1.268, 0.516, 3.204, 3.429, 281.342, 0.003674, 0.3663, 275.4, 0.000270, 0.0509, 2.3
2023 EM2, 2.416, 0.592, 7.025, 170.758, 332.348, 0.020294, -0.3273, --, 0.021689, 0.9163, 3.6
2023 EN2, 1.127, 0.298, 7.791, 5.800, 272.462, 0.003807, -0.5833, 293.6, 0.000793, 0.2942, 0.3
2023 EQ2, 1.913, 0.489, 1.635, 179.564, 318.261, 0.011624, -0.1895, 285.3, 0.000659, 0.0610, 3.2
2023 ER2, 1.416, 0.245, 11.360, 4.233, 202.543, 0.081190, 0.2207, 339.8, 0.000305, 0.0037, 6.2
2023 ES2, 1.279, 0.307, 30.355, 349.097, 26.855, 0.095154, 0.1069, 190.4, 0.000219, 0.0023, 6.1
2023 ET2, 1.309, 0.461, 4.860, 351.407, 94.905, -0.000064, 0.2940, 258.7, 0.000583, 0.3744, 0.3
2023 EV2, 1.979, 0.541, 11.678, 359.724, 223.218, 0.004611, 1.3080, 306.2, 0.002468, 0.2232, 2.5
2023 EY2, 0.604, 0.340, 35.475, 95.962, 205.848, 0.205688, 0.0527, 166.9, 0.000083, 0.0004, 8.0
2023 EZ2, 1.558, 0.334, 3.137, 112.725, 69.426, 0.066178, 0.0978, 52.1, 0.000538, 0.0081, 6.2
2023 EA3, 2.166, 0.449, 7.443, 302.749, 225.709, 0.226046, 0.2186, 333.2, 0.004656, 0.0205, 8.4
2023 ED3, 1.451, 0.687, 34.742, 129.056, 168.084, 0.493389, 1.5925, 93.2, 0.000413, 0.0008, 9.5
